{ 7, 6, 0, 4, 4, 7, 5, 7, 2, 2, 4, 0, 0, 4, 6, 5, 6, 5, 0, 8, 6, 1, 4, 8, 
7, 1, 8, 8, 8, 5, 6, 0, 7, 5, 5, 3, 9, 3, 8, 3, 0, 2, 4, 4, 4, 9, 5, 8, 2, 
1, 4, 3, 6, 2, 3, 2, 3, 3, 9, 4, 9, 1, 3, 9, 5, 6, 1, 5, 2, 3, 8, 6, 7, 2, 
9, 2, 3, 8, 5, 7, 1, 0, 2, 0, 0, 8, 9, 9, 9, 6, 9, 6, 7, 0, 1, 7, 1, 1, 7, 
1 }
{ 72, 20, 87, 63, 7, 87, 58, 19, 14, 45, 7, 47, 48, 31, 3, 6, 82, 84, 49, 65, 80, 62, 9, 50, 
92, 84, 56, 37, 18, 53, 49, 42, 79, 48, 28, 87, 45, 64, 96, 26, 66, 34, 16, 9, 33, 31, 61, 10, 71, 
58, 21, 19, 38, 14, 59, 0, 16, 90, 67, 43, 4, 36, 59, 93, 99, 14, 89, 80, 36, 57, 46, 36, 70, 7, 
23, 30, 99, 8, 4, 30, 69, 17, 27, 15, 77, 86, 16, 3, 96, 74, 95, 32, 16, 64, 76, 86, 17, 70, 93, 
76, 51, 92, 49, 22, 3, 40, 69, 58, 31, 73, 31, 15, 59, 88, 58, 83, 16, 7, 57, 3, 27, 95, 56, 46, 
31, 33, 98, 10, 76, 82, 85, 98, 65, 46, 14, 7, 36, 89, 86, 96, 82, 89, 10, 63, 45, 97, 92, 23, 89, 
59, 47, 43, 40, 16, 98, 26, 31, 90, 30, 39, 70, 6, 58, 81, 8, 52, 77, 0, 71, 20, 59, 13, 97, 55, 
76, 12, 72, 26, 15, 38, 74, 6, 56, 58, 33, 15, 2, 9, 80, 92, 71, 62, 94, 54, 74, 64, 6, 42, 42, 
55, 8, 73, 55, 26, 93, 57, 5, 11, 29, 7, 97, 28, 70, 39, 76, 73, 45, 96, 68, 12, 39, 36, 20, 18, 
17, 71, 76, 76, 16, 41, 73, 30, 97, 93, 84, 17, 0, 74, 85, 6, 52, 85, 67, 43, 8, 7, 70, 19, 50, 
73, 54, 40, 3, 52, 36, 68, 65, 72, 32, 25, 18, 8, 83, 42, 26, 57, 38, 47, 33, 30, 41, 88, 46, 89, 
2, 46, 80, 72, 30, 25, 79, 35, 42, 8, 30, 0, 68, 50, 25, 56, 80, 63, 11, 67, 9, 20, 32, 33, 2, 
59, 82, 73, 46, 24, 14, 98, 5, 64, 81, 38, 75, 45, 76, 9, 88, 63, 50, 2, 68, 31, 59, 41, 87, 50, 
95, 98, 47, 99, 42, 74, 11, 7, 35, 96, 28, 42, 27, 23, 77, 15, 80, 46, 83, 64, 82, 37, 89, 31, 82, 
88, 48, 53, 43, 7, 8, 10, 56, 40, 53, 6, 4, 21, 99, 30, 45, 25, 3, 25, 66, 24, 25, 26, 95, 9, 
17, 0, 85, 18, 5, 35, 20, 93, 86, 37, 13, 81, 32, 88, 63, 29, 32, 36, 53, 81, 10, 17, 11, 26, 16, 
35, 41, 31, 48, 44, 24, 48, 34, 11, 12, 80, 57, 22, 16, 92, 55, 56, 36, 38, 73, 77, 99, 95, 96, 14, 
27, 78, 54, 39, 48, 10, 89, 0, 31, 27, 73, 39, 8, 15, 36, 94, 34, 58, 82, 51, 24, 18, 18, 66, 86, 
37, 37, 11, 30, 76, 43, 89, 35, 1, 80, 6, 79, 65, 68, 95, 91, 27, 36, 13, 52, 22, 24, 45, 48, 90, 
52, 21, 78, 67, 92, 43, 98, 21, 63, 95, 41, 86, 58, 65, 47, 78, 62, 33, 29, 17, 76, 60, 45, 4, 7, 
34, 30, 40, 47, 9, 24, 37, 58, 94, 6, 78, 33, 43, 47, 46, 34, 96, 17, 42, 71, 97, 33, 50, 58, 82, 
37, 42, 33, 77, 1, 28, 30, 80, 35, 36, 29, 81, 12, 60, 55, 34, 33, 13, 84, 56, 16, 69, 22, 47, 41, 
86, 42, 20, 24, 62, 77, 85, 60, 65, 47, 44, 45, 52, 95, 86, 17, 41, 97, 98, 20, 92, 80, 12, 85, 53, 
46, 49, 22, 73, 42, 71, 19, 81, 62, 63, 94, 17, 91, 50, 40, 23, 9, 3, 95, 12, 30, 40, 2, 90, 39, 
27, 94, 22, 88, 9, 97, 63, 34, 68, 64, 17, 49, 28, 31, 1, 40, 1, 37, 48, 61, 15, 15, 81, 10, 28, 
49, 71, 5, 5, 74, 18, 33, 39, 77, 89, 28, 1, 59, 70, 13, 12, 92, 87, 92, 25, 62, 38, 59, 46, 10, 
1, 43, 49, 76, 26, 31, 71, 69, 13, 97, 42, 66, 64, 97, 23, 57, 51, 56, 4, 73, 17, 0, 33, 8, 38, 
81, 96, 72, 46, 53, 88, 66, 53, 61, 77, 38, 89, 54, 72, 98, 64, 64, 65, 18, 11, 57, 56, 67, 40, 55, 
60, 4, 11, 26, 91, 23, 26, 71, 79, 83, 86, 35, 11, 80, 63, 55, 18, 4, 51, 17, 11, 26, 0, 73, 87, 
29, 3, 32, 50, 38, 53, 49, 5, 86, 13, 22, 64, 83, 14, 39, 11, 4, 20, 79, 74, 46, 30, 70, 21, 74, 
10, 27, 40, 97, 85, 71, 80, 40, 40, 6, 72, 17, 19, 94, 66, 98, 13, 20, 70, 46, 61, 68, 74, 7, 74, 
47, 88, 70, 54, 94, 31, 78, 76, 24, 61, 53, 86, 24, 35, 69, 27, 53, 1, 88, 43, 95, 15, 29, 30, 3, 
49, 39, 92, 67, 46, 87, 9, 67, 68, 85, 36, 11, 34, 73, 97, 17, 44, 48, 52, 14, 30, 91, 52, 66, 71, 
34, 97, 70, 19, 59, 45, 70, 91, 42, 30, 44, 5, 49, 93, 5, 26, 23, 60, 24, 81, 23, 4, 75, 26, 54, 
85, 52, 65, 29, 91, 48, 0, 67, 96, 94, 1, 8, 76, 18, 99, 80, 80, 45, 99, 15, 64, 59, 84, 93, 93, 
27, 47, 33, 63, 72, 80, 5, 73, 5, 32, 77, 41, 45, 80, 35, 40, 29, 29, 79, 52, 88, 18, 60, 18, 64, 
3, 80, 98, 14, 79, 60, 30, 59, 60, 60, 45, 6, 12, 73, 39, 45, 29, 40, 40, 31, 17, 39, 31, 86, 44, 
34, 36, 16, 91, 60, 79, 66, 72, 94, 17, 53, 47, 85, 48, 74, 5, 43, 88, 76, 68, 12, 65, 55, 26, 50, 
94, 9, 23, 22, 64, 23, 53, 19, 42, 52, 85, 45, 55, 94, 95, 41, 20, 48, 89, 93, 63, 87, 41, 56, 98, 
54, 76, 81, 56, 28, 69, 60, 11, 90, 76, 30, 31, 52, 60, 6, 78, 0, 53, 0, 33, 13, 99, 93, 62, 25, 
86, 45, 16, 13, 87, 52, 98, 43, 3, 69, 78, 35, 90, 5, 11, 46, 93, 35, 25, 39, 64, 14, 41, 15, 10, 
5, 29, 21, 35, 43, 27, 34, 88, 41, 72, 77, 2, 95, 90, 21, 3, 89, 42, 28, 64, 76, 67, 31, 45, 44, 
96, 88, 82, 50, 81, 65, 27, 5, 76, 71, 68, 83, 53, 92, 22, 47, 2, 2, 73, 5, 64, 45, 69, 49, 10, 
5, 68, 38, 95, 24, 66, 39, 81, 5, 68, 44, 28, 60, 24, 44, 17, 8, 1, 61, 1, 2, 54, 55, 46, 87, 
5, 64, 13, 90, 75, 84, 41, 85, 23, 0, 46, 23, 43, 89, 85, 16, 94, 10, 19, 54, 46, 40, 7, 34, 75, 
16, 88, 84, 44, 56, 11, 9, 79, 98, 12, 72, 9, 62, 17, 96, 12, 47, 61, 4, 19, 49, 38, 12, 10, 69, 
83, 17, 12, 34, 7, 61, 4, 29, 67, 62, 65, 51, 30, 55, 5, 96, 14, 37, 21, 61, 10, 54, 45, 66, 76, 
97, 51, 51, 15, 15, 85, 28, 98, 24, 60, 1, 61, 63, 98, 74, 77, 56, 65, 70, 52, 80, 20, 34, 53, 13, 
83, 20, 66, 95, 14, 86, 29, 50, 83, 98, 85, 15, 71, 9, 5, 91, 57, 27, 60, 84, 83, 67, 95, 53, 32, 
45, 32, 1, 58, 61, 2, 44, 53, 94, 97, 83, 76, 11, 4, 65, 3, 66, 33, 48, 63, 97, 87, 96, 72, 49, 
12, 26, 5, 56, 67, 11, 31, 7, 95, 88, 65, 4, 56, 45, 23, 55, 19, 36, 95, 40, 11, 69, 23, 44, 53, 
58, 58, 56, 0, 77, 87, 70, 85, 81, 70, 85, 34, 8, 21, 82, 17, 94, 33, 90, 15, 89, 46, 78, 75, 47, 
20, 93, 91, 74, 23, 1, 2, 72, 27, 51, 22, 26, 66, 22, 92, 88, 46, 72, 96, 82, 8, 14, 49, 86, 81, 
59, 90, 40, 97, 61, 85, 71, 94, 28, 25, 40, 23, 68, 98, 79, 14, 94, 67, 29, 74, 36, 72, 56, 38, 44, 
13, 60, 46, 47, 55, 75, 12, 40, 5, 81, 27, 67, 41, 30, 67, 13, 92, 95, 46, 74, 48, 63, 95, 51, 93, 
18, 13, 24, 75, 27, 32, 66, 48, 39, 82, 19, 58, 10, 25, 96, 44, 44, 81, 57, 89, 59, 95, 21, 3, 28, 
80, 80, 60, 48, 27, 72, 24, 99, 42, 75, 58, 84, 1, 69, 91, 59, 71, 55, 89, 58, 35, 83, 46, 75, 63, 
2, 56, 12, 70, 26, 40, 65, 35, 63, 35, 56, 64, 21, 23, 96, 84, 99, 79, 93, 15, 14, 83, 16, 46, 21, 
20, 30, 77, 96, 15, 24, 0, 99, 40, 94, 87, 25, 61, 69, 63, 26, 66, 8, 96, 4, 52, 67, 8, 32, 35, 
86, 28, 3, 85, 60, 3, 55, 57, 17, 34, 97, 80, 26, 29, 97, 40, 69, 10, 98, 77, 19, 41, 35, 55, 66, 
24, 29, 25, 30, 96, 16, 82, 92, 1, 70, 72, 60, 9, 81, 79, 21, 20, 87, 93, 10, 11, 98, 77, 21, 3, 
68, 19, 10, 37, 12, 11, 86, 31, 89, 22, 66, 19, 49, 80, 99, 53, 10, 1, 65, 98, 21, 60, 46, 35, 7, 
28, 58, 70, 23, 77, 33, 65, 62, 19, 97, 51, 5, 6, 95, 84, 84, 2, 62, 68, 16, 18, 59, 91, 74, 71, 
43, 59, 78, 50, 54, 87, 89, 90, 90, 45, 97, 38, 27, 36, 51, 82, 16, 24, 64, 6, 29, 40, 18, 98, 23, 
93, 93, 99, 10, 25, 56, 74, 21, 8, 27, 39, 30, 58, 60, 82, 70, 86, 18, 17, 63, 31, 47, 30, 85, 81, 
33, 68, 63, 29, 54, 83, 65, 53, 61, 17, 8, 90, 66, 71, 11, 51, 39, 70, 99, 76, 71, 38, 92, 20, 29, 
85, 19, 73, 35, 37, 81, 65, 32, 84, 58, 87, 96, 77, 49, 25, 61, 71, 67, 62, 94, 49, 21, 13, 86, 24, 
57, 26, 11, 92, 85, 48, 14, 75, 9, 9, 42, 68, 87, 19, 10, 74, 54, 25, 53, 16, 49, 91, 87, 7, 59, 
41, 21, 43, 49, 57, 44, 3, 4, 39, 79, 74, 12, 62, 42, 9, 84, 82, 69, 86, 79, 62, 22, 76, 3, 59, 
37, 83, 23, 92, 75, 14, 9, 71, 95, 35, 86, 90, 69, 83, 17, 48, 29, 65, 84, 26, 42, 64, 49, 55, 60, 
44, 76, 78, 78, 69, 76, 66, 39, 89, 95, 85, 11, 92, 14, 45, 44, 24, 41, 72, 69, 30, 31, 53, 52, 67, 
8, 12, 40, 43, 6, 36, 82, 79, 88, 27, 32, 66, 14, 59, 92, 24, 14, 83, 47, 60, 2, 85, 99, 54, 37, 
16, 22, 97, 81, 15, 19, 4, 90, 68, 50, 5, 67, 7, 91, 65, 50, 73, 77, 51, 45, 27, 17, 33, 65, 4, 
28, 67, 70, 73, 4, 51, 64, 61, 9, 45, 96, 43, 14, 27, 50, 3, 68, 3, 94, 54, 50, 93, 22, 92, 56, 
38, 48, 83, 98, 20, 66, 48, 66, 85, 68, 83, 91, 85, 33, 62, 15, 68, 12, 44, 75, 65, 74, 64, 12, 56, 
4, 28, 6, 63, 75, 14, 15, 51, 46, 70, 19, 45, 68, 3, 49, 42, 29, 62, 85, 89, 1, 10, 53, 73, 34, 
65, 61, 47, 91, 51, 2, 28, 66, 59, 7, 54, 41, 94, 91, 27, 60, 79, 16, 57, 43, 75, 27, 1, 99, 32, 
90, 91, 18, 82, 92, 54, 22, 16, 57, 77, 8, 37, 6, 44, 78, 31, 18, 99, 42, 79, 26, 25, 2, 56, 53, 
77, 41, 74, 72, 86, 58, 51, 84, 20, 73, 31, 66, 21, 42, 24, 32, 77, 54, 16, 56, 93, 28, 65, 11, 13, 
12, 57, 0, 52, 50, 66, 43, 69, 3, 30, 65, 72, 6, 23, 31, 11, 72, 39, 12, 87, 18, 0, 77, 70, 77, 
45, 71, 76, 41, 95, 74, 47, 65, 37, 71, 94, 60, 19, 49, 51, 66, 56, 83, 14, 8, 42, 39, 42, 74, 34, 
16, 31, 89, 45, 40, 82, 68, 13, 22, 29, 38, 49, 51, 2, 35, 69, 94, 19, 34, 10, 4, 50, 69, 19, 55, 
99, 76, 76, 95, 14, 98, 19, 69, 75, 9, 62, 62, 46, 65, 43, 41, 53, 99, 88, 69, 77, 51, 51, 12, 91, 
83, 41, 12, 94, 96, 14, 41, 5, 72, 8, 89, 13, 61, 33, 83, 5, 63, 81, 66, 86, 57, 91, 93, 28, 30, 
9, 71, 61, 78, 63, 24, 28, 51, 67, 19, 20, 44, 58, 90, 1, 14, 8, 53, 83, 64, 23, 81, 0, 29, 5, 
30, 99, 38, 6, 22, 27, 95, 51, 26, 5, 0, 52, 25, 97, 64, 39, 63, 79, 23, 35, 82, 7, 89, 82, 24, 
87, 98, 86, 42, 15, 64, 87, 74, 93, 0, 29, 15, 89, 99, 60, 74, 82, 49, 61, 28, 97, 64, 76, 63, 30, 
77, 76, 15, 82, 68, 44, 48, 27, 72, 23, 80, 49, 70, 19, 88, 66, 15, 67, 79, 88, 92, 96, 32, 96, 90, 
45, 41, 66, 36, 20, 19, 61, 24, 90, 43, 0, 45, 61, 18, 30, 24, 69, 32, 97, 52, 31, 1, 28, 33, 76, 
40, 5, 69, 77, 2, 84, 87, 26, 82, 36, 19, 96, 79, 93, 82, 25, 33, 14, 52, 6, 97, 36, 35, 74, 5, 
73, 74, 71, 90, 62, 81, 11, 91, 37, 98, 14, 8, 15, 62, 14, 50, 74, 77, 25, 53, 7, 94, 67, 2, 71, 
58, 7, 58, 93, 1, 21, 60, 72, 10, 94, 23, 50, 55, 36, 2, 40, 92, 38, 45, 79, 8, 32, 37, 18, 29, 
29, 13, 71, 58, 42, 2, 76, 51, 21, 47, 70, 83, 73, 34, 64, 51, 36, 7, 22, 66, 71, 51, 8, 78, 18, 
42, 24, 6, 94, 61, 58, 66, 6, 64, 90, 8, 32, 27, 6, 62, 99, 30, 47, 51, 44, 95, 99, 75, 58, 51, 
24, 72, 42, 42, 67, 82, 14, 53, 0, 14, 46, 8, 41, 15, 38, 41, 24, 50, 53, 26, 60, 45, 63, 86, 50, 
77, 20, 44, 48, 75, 68, 67, 50, 95, 21, 30, 70, 78, 46, 75, 55, 92, 24, 57, 27, 10, 72, 69, 76, 33, 
2, 33, 81, 87, 33, 25, 83, 63, 12, 13, 80, 81, 55, 42, 59, 14, 29, 98, 21, 59, 30, 83, 72, 46, 77, 
37, 43, 60, 24, 54, 59, 96, 70, 15, 28, 31, 91, 73, 6, 43, 59, 14, 22, 20, 98, 8, 39, 57, 2, 49, 
76, 61, 8, 48, 44, 75, 11, 5, 88, 67, 97, 35, 76, 65, 44, 46, 51, 64, 18, 84, 2, 29, 19, 30, 89, 
87, 43, 68, 49, 37, 4, 74, 2, 4, 89, 91, 75, 40, 10, 43, 78, 85, 51, 96, 47, 98, 48, 75, 44, 59, 
15 }
{ 9, 30, 10, 46, 79, 64, 33, 41, 7, 16, 47, 36, 84, 20, 43, 40, 74, 39, 54, 1, 20, 93, 93, 97, 
0, 62, 4, 6, 24, 25, 15, 11, 58, 28, 57, 89, 96, 10, 71, 61, 34, 93, 49, 92, 51, 72, 7, 22, 60, 
60, 32, 69, 72, 56, 65, 99, 24, 31, 86, 80, 58, 94, 89, 48, 67, 34, 21, 85, 54, 18, 89, 6, 61, 50, 
4, 0, 87, 18, 93, 52, 82, 60, 35, 32, 13, 89, 68, 7, 29, 30, 38, 39, 13, 73, 7, 40, 93, 92, 11, 
54, 49, 7, 0, 89, 89, 70, 94, 71, 51, 1, 30, 58, 48, 59, 97, 68, 7, 94, 48, 22, 21, 71, 25, 0, 
12, 62, 22, 34, 93, 86, 2, 41, 34, 11, 72, 70, 33, 34, 10, 66, 60, 84, 16, 87, 35, 86, 29, 11, 29, 
92, 49, 18, 97, 60, 33, 35, 16, 87, 94, 25, 27, 11, 25, 53, 75, 32, 9, 7, 75, 95, 29, 0, 20, 50, 
19, 33, 25, 93, 89, 79, 42, 35, 67, 39, 25, 50, 48, 4, 94, 11, 90, 87, 40, 69, 97, 26, 50, 39, 22, 
48, 86, 55, 26, 20, 56, 63, 96, 9, 70, 64, 93, 87, 33, 62, 40, 27, 39, 86, 97, 69, 57, 49, 70, 37, 
1, 24, 66, 11, 23, 78, 76, 35, 65, 16, 51, 62, 96, 14, 1, 24, 14, 99, 69, 11, 64, 73, 47, 42, 14, 
33, 98, 84, 14, 92, 69, 56, 2, 86, 34, 16, 30, 68, 67, 24, 70, 43, 43, 57, 9, 59, 72, 72, 28, 81, 
58, 90, 15, 50, 51, 34, 28, 0, 35, 39, 39, 48, 15, 44, 80, 1, 29, 49, 16, 33, 95, 15, 12, 53, 86, 
96, 0, 8, 80, 58, 22, 83, 12, 3, 34, 91, 9, 82, 63, 98, 52, 22, 63, 1, 39, 42, 77, 89, 45, 51, 
7, 43, 14, 93, 28, 91, 38, 8, 13, 87, 67, 61, 42, 38, 95, 14, 82, 52, 95, 17, 75, 19, 78, 4, 42, 
61, 74, 16, 14, 83, 14, 3, 51, 72, 5, 12, 72, 74, 16, 60, 27, 91, 36, 64, 94, 48, 84, 21, 74, 71, 
73, 8, 11, 40, 27, 79, 51, 19, 9, 11, 73, 9, 27, 4, 35, 9, 17, 7, 8, 19, 15, 89, 48, 3, 9, 
71, 34, 80, 10, 22, 59, 99, 7, 10, 97, 16, 56, 86, 98, 94, 54, 52, 40, 25, 21, 6, 91, 17, 12, 70, 
76, 6, 87, 14, 43, 31, 95, 87, 37, 79, 38, 50, 45, 39, 88, 51, 15, 92, 90, 54, 79, 79, 36, 9, 90, 
42, 58, 47, 76, 39, 46, 63, 89, 3, 52, 91, 96, 52, 98, 47, 72, 92, 5, 21, 27, 58, 74, 4, 81, 32, 
34, 19, 50, 52, 35, 22, 55, 33, 69, 92, 92, 41, 99, 96, 9, 46, 37, 24, 43, 28, 37, 51, 66, 18, 45, 
90, 17, 3, 19, 38, 30, 65, 89, 44, 70, 53, 49, 70, 71, 4, 0, 48, 70, 94, 63, 72, 82, 49, 35, 1, 
74, 58, 38, 88, 48, 77, 98, 93, 25, 44, 23, 30, 11, 15, 67, 23, 66, 18, 11, 94, 54, 52, 45, 75, 8, 
42, 83, 19, 47, 46, 51, 90, 18, 91, 23, 98, 95, 82, 79, 65, 12, 22, 22, 77, 88, 97, 73, 72, 60, 42, 
95, 21, 15, 31, 92, 41, 36, 8, 26, 8, 76, 13, 43, 89, 2, 83, 70, 11, 4, 13, 42, 12, 75, 43, 85, 
90, 22, 72, 54, 57, 43, 28, 57, 65, 95, 55, 76, 55, 71, 37, 22, 26, 92, 22, 33, 99, 40, 25, 7, 47, 
59, 8, 35, 26, 12, 41, 76, 77, 2, 83, 16, 25, 41, 42, 59, 41, 33, 31, 4, 24, 95, 75, 56, 65, 73, 
59, 37, 3, 78, 52, 48, 48, 51, 64, 15, 12, 26, 71, 46, 7, 40, 28, 15, 99, 26, 26, 53, 18, 70, 0, 
98, 67, 24, 24, 72, 6, 77, 71, 49, 74, 42, 8, 34, 23, 0, 97, 20, 41, 44, 68, 62, 65, 16, 90, 70, 
33, 26, 80, 34, 88, 77, 53, 97, 55, 18, 1, 93, 91, 99, 54, 19, 88, 38, 43, 31, 5, 23, 19, 9, 79, 
13, 33, 16, 61, 30, 96, 39, 68, 27, 60, 61, 48, 90, 17, 7, 28, 96, 1, 70, 58, 10, 53, 66, 5, 76, 
79, 72, 34, 25, 57, 76, 51, 33, 42, 82, 74, 42, 98, 24, 86, 29, 81, 18, 93, 54, 25, 44, 7, 49, 54, 
91, 55, 11, 96, 91, 77, 68, 38, 55, 68, 20, 48, 88, 56, 79, 33, 7, 93, 99, 20, 6, 76, 97, 63, 93, 
81, 98, 12, 59, 21, 91, 10, 46, 46, 33, 29, 20, 51, 20, 49, 80, 72, 88, 7, 60, 67, 23, 3, 83, 50, 
95, 0, 44, 57, 3, 31, 49, 31, 25, 12, 60, 2, 37, 73, 58, 45, 68, 74, 95, 0, 33, 2, 30, 96, 99, 
88, 86, 54, 60, 12, 15, 78, 66, 17, 60, 69, 21, 48, 23, 69, 53, 62, 15, 28, 54, 18, 6, 77, 68, 6, 
40, 51, 77, 26, 55, 3, 62, 84, 39, 0, 17, 62, 63, 30, 11, 69, 57, 37, 81, 96, 87, 77, 26, 98, 16, 
8, 12, 1, 9, 25, 63, 21, 8, 43, 38, 32, 74, 79, 40, 75, 81, 66, 23, 19, 57, 53, 21, 88, 35, 93, 
53, 62, 42, 3, 55, 29, 1, 90, 14, 76, 43, 92, 19, 61, 80, 30, 15, 89, 79, 64, 99, 38, 77, 36, 99, 
71, 19, 87, 73, 51, 98, 92, 26, 95, 94, 44, 6, 9, 89, 32, 56, 79, 33, 1, 82, 82, 29, 73, 70, 60, 
4, 2, 27, 75, 33, 75, 40, 29, 42, 41, 87, 21, 12, 56, 30, 99, 24, 22, 4, 69, 78, 39, 7, 85, 86, 
31, 62, 15, 47, 92, 33, 80, 34, 51, 83, 19, 59, 12, 61, 22, 51, 52, 94, 40, 11, 37, 40, 70, 25, 81, 
34, 90, 42, 39, 77, 11, 39, 93, 80, 73, 65, 28, 44, 19, 72, 28, 28, 55, 90, 23, 97, 19, 81, 53, 73, 
33, 11, 34, 5, 39, 4, 10, 49, 10, 16, 21, 38, 50, 20, 35, 74, 37, 45, 71, 9, 62, 43, 4, 94, 90, 
7, 91, 18, 98, 35, 72, 69, 1, 84, 0, 31, 24, 5, 61, 63, 15, 66, 54, 93, 63, 62, 11, 3, 82, 74, 
74, 69, 30, 63, 6, 1, 99, 6, 54, 23, 23, 81, 87, 48, 37, 56, 2, 35, 34, 75, 99, 7, 24, 1, 0, 
90, 67, 15, 52, 7, 21, 65, 56, 96, 45, 34, 28, 34, 50, 10, 65, 79, 60, 11, 31, 35, 78, 20, 61, 80, 
34, 97, 25, 37, 12, 36, 33, 27, 72, 24, 55, 42, 46, 15, 70, 31, 61, 80, 60, 31, 68, 0, 44, 19, 52, 
89, 24, 17, 79, 26, 67, 35, 25, 89, 77, 45, 30, 23, 71, 88, 20, 33, 20, 39, 9, 39, 45, 20, 57, 36, 
92, 47, 80, 0, 48, 77, 81, 10, 6, 2, 66, 23, 13, 3, 38, 27, 69, 3, 37, 56, 40, 4, 36, 24, 47, 
76, 44, 88, 23, 40, 24, 5, 91, 93, 96, 65, 61, 2, 17, 87, 62, 41, 89, 23, 80, 62, 50, 22, 65, 10, 
95, 13, 66, 88, 13, 98, 15, 19, 8, 0, 10, 22, 10, 58, 28, 56, 27, 21, 19, 52, 44, 7, 96, 7, 14, 
32, 8, 49, 69, 94, 56, 69, 10, 70, 32, 91, 50, 90, 45, 57, 59, 74, 8, 69, 95, 71, 25, 4, 21, 40, 
44, 27, 70, 45, 85, 60, 34, 36, 44, 22, 76, 89, 62, 67, 17, 86, 32, 10, 38, 19, 34, 81, 14, 45, 2, 
45, 62, 0, 37, 80, 13, 52, 12, 80, 51, 9, 74, 6, 49, 53, 37, 1, 48, 50, 61, 31, 5, 27, 22, 6, 
8, 54, 18, 94, 96, 29, 26, 89, 13, 76, 65, 0, 48, 43, 74, 3, 55, 81, 41, 3, 46, 32, 99, 82, 85, 
7, 22, 64, 94, 75, 26, 99, 68, 2, 22, 30, 21, 97, 62, 47, 53, 78, 40, 32, 4, 16, 2, 37, 0, 43, 
75, 50, 79, 50, 6, 39, 34, 14, 18, 20, 1, 52, 11, 50, 21, 62, 84, 82, 52, 96, 43, 2, 70, 50, 52, 
99, 95, 19, 97, 41, 13, 93, 17, 16, 65, 0, 44, 59, 39, 9, 85, 37, 21, 59, 70, 73, 16, 36, 2, 10, 
93, 44, 14, 44, 64, 12, 90, 92, 91, 86, 13, 60, 41, 62, 15, 6, 51, 36, 20, 91, 38, 41, 91, 93, 96, 
93, 12, 70, 69, 96, 29, 58, 36, 36, 9, 32, 83, 86, 8, 21, 55, 60, 54, 5, 30, 79, 69, 14, 18, 17, 
5, 19, 37, 84, 83, 73, 26, 56, 41, 80, 80, 11, 56, 83, 22, 63, 9, 27, 36, 19, 81, 64, 64, 2, 67, 
55, 92, 88, 32, 14, 14, 39, 58, 75, 31, 79, 73, 22, 6, 82, 47, 98, 28, 89, 82, 62, 81, 79, 53, 46, 
93, 38, 89, 75, 0, 55, 11, 27, 38, 42, 57, 43, 97, 60, 92, 2, 92, 16, 35, 72, 67, 31, 39, 29, 51, 
56, 74, 5, 25, 85, 47, 93, 38, 51, 14, 98, 32, 20, 4, 4, 54, 3, 98, 94, 67, 53, 99, 59, 99, 52, 
18, 98, 36, 30, 45, 46, 51, 64, 9, 36, 3, 54, 78, 2, 14, 1, 68, 71, 63, 24, 54, 6, 85, 48, 36, 
22, 29, 2, 31, 48, 84, 58, 55, 99, 7, 76, 73, 57, 55, 40, 98, 56, 38, 19, 96, 83, 69, 72, 81, 15, 
79, 86, 32, 52, 61, 62, 92, 98, 64, 17, 61, 62, 85, 73, 57, 38, 38, 62, 79, 37, 11, 77, 38, 87, 60, 
50, 59, 82, 24, 46, 79, 85, 93, 89, 18, 71, 12, 72, 17, 53, 50, 68, 27, 18, 51, 85, 14, 14, 96, 5, 
21, 28, 72, 24, 8, 87, 56, 28, 36, 13, 36, 1, 31, 96, 42, 19, 56, 78, 56, 42, 30, 59, 70, 96, 28, 
0, 36, 80, 75, 34, 30, 39, 12, 93, 76, 50, 45, 18, 91, 56, 45, 93, 6, 4, 76, 73, 99, 8, 12, 70, 
1, 36, 51, 48, 76, 83, 87, 93, 69, 90, 38, 34, 96, 63, 34, 62, 1, 44, 29, 96, 26, 35, 70, 24, 7, 
28, 82, 1, 26, 52, 97, 77, 74, 28, 88, 11, 14, 46, 23, 48, 15, 26, 1, 77, 53, 9, 12, 76, 21, 96, 
82, 5, 2, 41, 19, 56, 61, 48, 75, 94, 65, 95, 33, 7, 88, 82, 6, 41, 13, 68, 94, 81, 81, 30, 3, 
40, 10, 83, 87, 21, 40, 34, 8, 30, 67, 39, 96, 33, 46, 40, 65, 95, 47, 97, 18, 88, 78, 26, 64, 91, 
88, 21, 5, 78, 37, 11, 82, 6, 5, 31, 31, 50, 98, 1, 50, 28, 24, 50, 19, 45, 48, 78, 70, 0, 77, 
39, 10, 94, 81, 88, 31, 81, 2, 66, 73, 5, 70, 88, 88, 82, 26, 38, 52, 26, 47, 18, 52, 32, 12, 78, 
24, 90, 62, 59, 92, 67, 83, 40, 87, 22, 84, 47, 78, 0, 89, 62, 59, 34, 67, 27, 35, 95, 39, 68, 69, 
